TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Mineração de texto em Redes Sociais aplicada à Educação a Distância,2010,,Português,Colabor@ (Curitiba),XX,1519-8529,"['Aydano P. Machado', 'Rafael Ferreira Leite de Mello', 'Ig Ibert', 'Endhe Elias', 'Patrick Brito', 'Evandro de Bastos Costa']","['1', '2', '3', '4', '5', '6']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
A framework for building web mining applications in the world of blogs: A case study in product sentiment analysis,2012,10.1016/j.eswa.2011.09.135,Inglês,Expert Systems with Applications,A1,0957-4174,"['Costa, Evandro', 'Rafael Ferreira Leite de Mello', 'Brito, Patrick', 'Bittencourt, Ig Ibert', 'Holanda, Olavo', 'Machado, Aydano', 'Marinho, Tarsis']","['1', '2', '3', '4', '5', '6', '7']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
RetriBlog: An architecture-centered framework for developing blog crawlers,2013,10.1016/j.eswa.2012.08.020,Inglês,Expert Systems with Applications,A1,0957-4174,"['Rafael Ferreira Leite de Mello', 'Fred Freitas', 'Patrick Brito', 'Jean Melo', 'Rinaldo J. Lima', 'Evandro Costa']","['1', '2', '3', '4', '5', '6']",['1'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Mining Text from Student-System Interactions to Recommend Blogs and Papers,2012,,Inglês,IEEE Multidisciplinary Engineering Education Magazine,XX,1558-7908,"['Jean Melo', 'Rafael Ferreira Leite de Mello', 'Evandro de Barros Costa', 'Patrick Brito', 'João Pedro Pontes Lima Matias', 'João Pedro Pontes Lima Matias', 'Fred Freitas']","['1', '2', '3', '4', '5', '6', '7']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Assessing Sentence Scoring Techniques for Extractive Text Summarization,2013,10.1016/j.eswa.2013.04.023,Inglês,Expert Systems with Applications,A1,0957-4174,"['Rafael Ferreira Leite de Mello', 'SOUZA CABRAL, LUCIANO', 'LINS, RAFAEL DUEIRE', 'DE FRANA SILVA, GABRIEL', 'FREITAS, FRED', 'CAVALCANTI, GEORGE D.C.', 'LIMA, RINALDO', 'SIMSKE, STEVEN J.', 'FAVARO, LUCIANO']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
A multi-document summarization system based on statistics and linguistic treatment,2014,10.1016/j.eswa.2014.03.023,Inglês,Expert Systems with Applications,A1,0957-4174,"['Rafael Ferreira Leite de Mello', 'DE SOUZA CABRAL, LUCIANO', 'FREITAS, FREDERICO', 'LINS, RAFAEL DUEIRE', 'DE FRANÇA SILVA, GABRIEL', 'SIMSKE, STEVEN J.', 'FAVARO, LUCIANO']","['1', '2', '3', '4', '5', '6', '7']",['1'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
"Assessing Sentence Similarity through Lexical, Syntactic and Semantic Analysis",2016,10.1016/j.csl.2016.01.003,Inglês,Computer Speech &amp; Language (Print),B1,0885-2308,"['Rafael Ferreira Leite de Mello', 'LINS, RAFAEL DUEIRE', 'SIMSKE, STEVEN J.', 'FREITAS, FRED', 'RISS, MARCELO']","['1', '2', '3', '4', '5']",['1'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Assessing shallow sentence scoring techniques and combinations for single and multi-document summarization,2016,10.1016/j.eswa.2016.08.030,Inglês,Expert Systems with Applications,A1,0957-4174,"['OLIVEIRA, HILÁRIO', 'Rafael Ferreira Leite de Mello', 'LIMA, RINALDO', 'LINS, RAFAEL DUEIRE', 'FREITAS, FRED', 'RISS, MARCELO', 'SIMSKE, STEVEN J.']","['1', '2', '3', '4', '5', '6', '7']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
Combining Sentence Similarities Measures to Identify Paraphrases,2017,10.1016/j.csl.2017.07.002,Inglês,COMPUTER SPEECH AND LANGUAGE,B1,0885-2308,"['Rafael Ferreira Leite de Mello', 'CAVALCANTI, GEORGE D.C.', 'Fred Freitas', 'Rafael Dueire Lins', 'Steve J. Simske', 'Marcelo Riss']","['1', '2', '3', '4', '5', '6']",['1'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
O Plágio em Ambiente Educacional Virtual: Uma Revisão da Literatura,2017,,Português,RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO,XX,1679-1916,"['Anderson Pinheiro Cavalcanti', 'Rafael Ferreira Leite de Mello', 'Máverick André Dionísio Ferreira', 'Péricles Barbosa Cunha de Miranda', 'Vitor Berlamino Rolim', 'Sebastião Rogério da Silva Neto']","['1', '2', '3', '4', '5', '6']",['2'],-99.0,6190254569597745,Rafael Ferreira Leite de Mello,Mello,"Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.",Arapiraca,AL,"Rafael Ferreira Mello é doutor em ciência da computação com interesses de pesquisa que abrangem processamento de linguagem natural, learning analytics e tecnologia educacional. Ele é professor na Universidade Federal Rural de Pernambuco e no Cesar School, no Brasil, onde é um dos coordenadores do Laboratório de Inteligência Artificial (https://aiboxlab.org/), que desenvolve várias iniciativas relacionadas a learning analytics (LA). Dr. Mello realizou pós-doutorado na Escola de Informática da Universidade de Edimburgo em 2018, onde continua a ter colaborações. Ele trabalha em vários projetos de pesquisa multinacionais, que envolvem parceiros acadêmicos e empresas na Europa, Austrália, Estados Unidos e América Latina. A experiência anterior do Dr. Mello também inclui um projeto de pesquisa financiado pela Hewlett-Packard, onde atuou como líder técnico. Um tema-chave de sua pesquisa recente tem sido o uso do processamento de linguagem natural aplicados como educação e temas mais focados em análise de textos como sumarização e classificação.",08-01-2023,Universidade Federal Rural de Pernambuco,https://orcid.org/0000-0003-3548-9670
